一级分类,二级分类,商品URL,商品名称,商店名称
电子教育,学生平板,http://cu.manmanbuy.com/discuxiao_6925656.aspx,二舅都治不好的鸡娃焦虑，元创师22K2智慧学习机一“屏”搞定,话题
电子教育,点读机/笔,http://cu.manmanbuy.com/discuxiao_8525344.aspx,youdao 网易有道 2.0满分版 电子词典笔  灵犀银,京东商城
电子教育,点读机/笔,http://cu.manmanbuy.com/discuxiao_7053355.aspx,词典笔是智商税？！不！是让你睡！,话题
电子教育,点读机/笔,http://cu.manmanbuy.com/discuxiao_6939876.aspx,毛毛虫点读笔,话题
电子教育,点读机/笔,http://cu.manmanbuy.com/discuxiao_6929264.aspx,小猴皮皮点读笔，我买的这套花了242元,话题
电子教育,点读机/笔,http://cu.manmanbuy.com/discuxiao_6233566.aspx,教多多学习神器Q1点读笔 AI智能拍照词典英文翻译电子字典翻译笔小初高通用九门学科教材同步学习,淘宝
电子教育,点读机/笔,http://cu.manmanbuy.com/discuxiao_6139918.aspx,PLUS会员：贝铂 点读笔英语扫读笔小学初中高中生课本同步翻译词典笔幼儿儿童学习笔通用3-12岁点读机 X2全科学习离线版（8G+32G）,京东商城
电子教育,录音笔,http://cu.manmanbuy.com/discuxiao_8526220.aspx,爱国者aigo录音笔R2203 32G 一键录音智能商务录音器专业录音 高清降噪录音笔 学习会议采访 黑色,京东自营
电子教育,录音笔,http://cu.manmanbuy.com/discuxiao_8426048.aspx,大佬们，录音笔有推荐吗？,话题
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8536824.aspx,PLUS会员：JDRead Bigme Read电子书阅读器6英寸墨水屏电纸书智能阅读本32GB,京东自营
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8535218.aspx,PLUS会员：JDRead Bigme Read电子书阅读器6英寸墨水屏电纸书智能阅读本32GB,京东自营
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8533177.aspx,JDRead BIGME B1 Plus 10.3英寸墨水屏智能办公本电子书阅读器电纸书手写平板看书电子笔记本会议,京东自营
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8531117.aspx,预售：iReader 掌阅 SmartX3 Pro 10.65英寸电子书阅读器 4GB+64GB,京东自营
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8527142.aspx,新品预售：BOOX 文石 NoteX3 Pro 10.3英寸墨水屏电子书阅读器,京东自营
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8523375.aspx,掌阅iReader Neo2 6英寸 电子书阅读器 墨水屏电纸书 平板学习笔记本 轻量便携 32GB 沉墨,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8521465.aspx,PLUS会员：BOOX 文石 NoteX3 Pro 10.3英寸墨水屏电子书阅读器 礼盒版,京东自营
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8521333.aspx,掌阅iReader Ocean3 7英寸电子书阅读器 墨水屏电纸书电子纸 看书学习便携阅读本 32GB,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8521280.aspx,小米电纸书7英寸墨水屏阅读器充电保护套双重续航看书学习便携阅,其他
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8515892.aspx,PLUS会员：JDRead 京东阅读器 Bigme PocketNote 7英寸电子书阅读器 2GB 32GB,京东自营
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8515503.aspx,BOOX文石 Poke5S 6英寸电子书阅读器 墨水屏,京东自营
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8509504.aspx,BOOX文石 Poke5 2024版 6英寸电子书阅读器 墨水屏平板电子书电纸书电子纸 智能阅读便携电子笔记本,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8505648.aspx,PLUS会员：JDRead T1 7英寸笔记本电子书阅读器手写本 300ppi 高清墨水屏电纸书套装,京东自营
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8505493.aspx,小米（MI） 多看电纸书  小米电纸书Pro黑色电子阅读器隔离居家神器高清电子墨水屏电子书学生随身阅读器 【7.8英寸】电纸书Pro 单机,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8504792.aspx,汉王（Hanvon）Clear6英寸电子书阅读器 墨水屏电纸书平板 智能阅读本电子纸 看书学习便携阅读 冰山灰,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8434138.aspx,国文OBOOK 墨水屏阅读器6英寸 A8S阅读器安卓版（4+64G）+梦幻蓝保护套,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8434064.aspx,国文86SA8 电子书水墨屏6英寸便携读书电纸书 安卓版（1G+32G）+月光灵鹿,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8180205.aspx,京东百亿补贴：华为 MatePad Paper 10.3英寸 电纸书阅读器 墨水屏平板电脑电子书 智能办公本 电子阅读器 无纸化办公 墨黑,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8176135.aspx,BOOX 文石 Leaf3 7英寸 墨水屏电子书阅读器 WiFi 3GB+32GB 黑色,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8172259.aspx,iReader 掌阅 Color7 彩色墨水屏 7英寸电纸书阅读器 高刷智能电子书平板 轻量便携 看书看彩漫2+32GB 标准版,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8164098.aspx,BOOX 文石 Leaf3 7英寸 墨水屏电子书阅读器 WiFi 3GB+32GB 黑色 送磁吸保护套,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8164050.aspx,JDRead Bigme Read电子书阅读器6英寸墨水屏电纸书智能阅读本32GB,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8164040.aspx,Hanvon 汉王 Clear 7英寸 墨水屏电子书阅读器 32GB 灰色,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8163917.aspx,iReader 掌阅 高清智能阅读本 电纸书阅读器 高刷智能电子书平板 轻量便携,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8145287.aspx,iReader 掌阅 Light3 6英寸 墨水屏电子书阅读器 Wi-Fi 32GB 沉墨,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8142533.aspx,Hanvon 汉王 N10手写电纸本 10.3英寸电子书阅读器墨水屏电纸书平板电子笔记本智能办公本冰山灰标配,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8142442.aspx,汉王（Hanvon）AI电纸学习本 学习机 电纸书C10 9.7英寸  墨水屏 学练机 学生平板 英语学习机平板  小学到高中,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8137195.aspx,20日20点、京东百亿补贴：墨案 智能电纸书W7 电子书阅读器 墨水屏10.3英寸套装 电子纸 平板 安卓手写32G星光白 无背光,京东自营
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8136025.aspx,BOOX BOOX文石Leaf2 7英寸电子书阅读器 墨水屏64G 阅读办公本电纸书 和leaf3一样300ppi分辨率 Leaf2官方标配,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8119811.aspx,JDRead Bigme Read电子书阅读器6英寸墨水屏电纸书智能阅读本32GB,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8092144.aspx,汉王（Hanvon） Clear 7英寸电子书阅读器平板 墨水屏电纸书电子纸 看书学习便携阅读办公电子笔记本4+64版,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8087775.aspx,汉王（Hanvon）N10手写电纸本 10.3英寸电子书阅读器墨水屏电纸书平板电子笔记本智能办公本冰山灰标配,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8082375.aspx,汉王（Hanvon）Clear6英寸电子书阅读器 墨水屏电纸书平板 智能阅读本电子纸 看书学习便携阅读 冰山灰,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8075877.aspx,BOOX【明星同款】文石Leaf3C 7英寸彩墨屏电子书阅读器电纸书 墨水屏平板 智能读书学习彩色水墨屏 标配+磁吸皮套大礼包【五色可选】,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8061072.aspx,掌阅iReader Neo2 6英寸 电子书阅读器 墨水屏电纸书 平板学习笔记本 轻量便携 32GB 告白,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8058036.aspx,汉王 clear 电子书阅读器 7英寸墨水屏 电子笔记本手写记事本水墨电纸书 官方标配【2+32G】+大礼包,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_8005840.aspx,既然慢友们都这么喜欢学习，那就分享个好的！,话题
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_7102271.aspx,买了也不会用的kindle阅读器,话题
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_7084275.aspx,10.3英寸性能水桶盖，软件迈入新篇章，聊文石Note X3,话题
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_7010394.aspx,精巧与精“彩”，聊文石Tab 8 C快刷彩墨平板,话题
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_6952608.aspx,身披黄金甲，载誉而来，聊墨案Mix 7s墨水屏阅读器,话题
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_6902251.aspx,爱阅读，开学墨水屏阅读器选购指南,话题
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_6883888.aspx,当一台国产墨水屏阅读器成为标杆，聊墨案，聊迷你阅十万销量纪念版,话题
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_6875399.aspx,沉浸式阅读伴侣，汉王Clear让阅读成为一种习惯！,话题
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_6387522.aspx,小米电纸书Note 10.3英寸大屏墨水屏阅读器 手写电子纸套装 学习办公电子笔记本 3+64G 银灰色 含笔+保护套,京东自营
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_6346906.aspx,海信（Hisense） TOUCH Lite墨水屏电纸书阅读器5.84英寸玻璃盖板电子书 4G+64G黛青官方标配,京东商城
电子教育,电子书,http://cu.manmanbuy.com/discuxiao_6250707.aspx,汉王（Hanvon）N10mini手写电纸本 7.8英寸电子书阅读器墨水屏电纸书平板电子笔记本智能办公本,京东自营
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8533361.aspx,youdao 网易有道 X6 Pro 电子词典笔 64GB 蓝色,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8533327.aspx,youdao 网易有道 X5 电子词典笔  星夜蓝,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8528064.aspx,PLUS会员、概率券：youdao 网易有道  超级词典英语学习机+收纳包+保护膜 32GB,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8526911.aspx,得力学习机 外语学习单词神器 英语电子书单词卡 墨水屏 儿童礼物 备考神器 白色ICARD02,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8524215.aspx,得力学习机 外语学习单词神器 英语电子书单词卡 墨水屏 学习儿童礼物 备考神器 黑色ICARD02,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8519383.aspx,youdao 网易有道 X3s 旗舰版 电子词典笔 16GB 青禾绿,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8517518.aspx,阿尔法蛋AI词典笔D1 点读笔英语学习翻译神器 翻译笔扫描笔 单词笔学习笔中小学生电子词典,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8516445.aspx,PLUS会员：科大讯飞（iFLYTEK） AI翻译笔P20扫描词典笔点读笔中小学生电子词典翻译器中英字词句查询神器英语翻译笔 翻译笔P20蓝,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8512085.aspx,网易有道词典笔P5专业版 英语学习点读笔翻译笔神器 电子词典单词笔 百种语言翻译器,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8506320.aspx,【30天免费试用】阿尔法蛋ai词典笔t10pro智能翻译机点读笔中小学生英语电子儿童学习机字典扫描笔 阿尔法蛋词典笔T10【次日达】,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8192939.aspx,youdao 网易有道 词典笔2加强版 明眸黑,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8179308.aspx,PLUS会员：PLUS会员：youdao 网易有道 百种语言翻译器 9科同步辅导 正版教材,京东自营
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8172366.aspx,Alpha Egg 阿尔法蛋 T20 旗舰版 词典笔 64GB 蓝色,京东自营
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8167203.aspx,Alpha Egg 阿尔法蛋 T10 电子词典笔 白色,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8159083.aspx,PLUS会员：PLUS会员：Alpha Egg 阿尔法蛋 D1 AI词典笔 32GB版,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8159070.aspx,Alpha Egg 阿尔法蛋 D1 AI词典笔 16GB 白色,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8157673.aspx,CASIO 卡西欧 E-XA99 电子词典,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8152014.aspx,Alpha Egg 阿尔法蛋 T10 Pro 电子词典笔 32G 白色+听说宝套装,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8152007.aspx,Alpha Egg 阿尔法蛋 T10 Pro 电子词典笔 32G +听说宝套装,京东自营
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8151908.aspx,春焕新、PLUS会员：春焕新、PLUS会员：youdao 网易有道 P6 电子词典笔 专业版 128GB +磁吸笔底充电座,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8149275.aspx,Alpha Egg 阿尔法蛋 D1 AI词典笔 16GB 白色,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8143450.aspx,阿尔法蛋AI词典笔R7 Pro 英语点读笔神器 翻译笔离线扫描 中小学英汉扫读学习笔单词笔电子词典学习机,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8141927.aspx,新东方 XDF.CN 单词卡,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8135257.aspx,PLUS会员：科大讯飞AI翻译笔P20 Plus 英语点读笔 学习机 电子词典笔 英语学习 翻译机点读单词笔 冰川银,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8127858.aspx,有道词典笔点读笔英语学习翻译神器 电子词典翻译笔扫描笔 翻译机单词笔扫读笔 A6pro皓月白,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8126934.aspx,阿尔法蛋AI词典笔T20旗舰版+听说宝套装 英语点读笔翻译笔学习笔 电子词典扫描笔单词笔学习机翻译机,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8118383.aspx,阿尔法蛋AI词典笔T20旗舰版 英语点读笔翻译笔全科学习笔神器 电子词典扫描笔单词笔学习机翻译机,京东自营
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8111793.aspx,阿尔法蛋AI词典笔T10+听说宝套装 点读笔翻译笔中小学生电子词典 学习机翻译机翻译器中英字词句查询神器,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8109652.aspx,科大讯飞AI翻译笔P20 Plus 英语点读笔 学习机 电子词典笔 英语学习 翻译机点读单词笔  太空灰,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8104973.aspx,阿尔法蛋阿尔法蛋AI听说宝D1 听力宝复读机英语听力播放器 智能听力学习机古诗词英语学习考研神器 【新款升级】AI听说宝D1,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8104372.aspx,阿尔法蛋AI词典笔D1 32G版 点读笔英语学习翻译神器 翻译笔扫描笔 单词笔学习笔中小学生电子词典,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8081708.aspx,Alpha Egg 阿尔法蛋 T10 Pro 电子词典笔 32G 白色+听说宝套装,京东自营
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8076451.aspx,Alpha Egg 阿尔法蛋 T10 Pro 电子词典笔 32G +听说宝套装,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8076389.aspx,有道词典笔点读笔英语学习翻译神器 电子词典翻译笔扫描笔 翻译机单词笔扫读笔 A6pro皓月白,京东商城
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8067780.aspx,PLUS会员：有道网易有道词典笔P5专业版 英语学习机点读笔翻译笔神器 电子词典单词笔 扫读笔 百种语言翻译器,京东自营
电子教育,电子词典,http://cu.manmanbuy.com/discuxiao_8061417.aspx,联想(Lenovo)来酷词典笔V33 点读笔扫读翻译笔 英语学习单词机 扫描答题 在线离线翻译录音器1.97吋,京东商城
